location,FertilizerScenario,crop,Event,vType,DVS,Amount
49622,2,potato,3,Urea,0.5,17.9
49623,2,potato,1,Urea,0.001,8.5
49623,2,potato,1,P,0.001,20.62
49623,2,potato,1,K,0.001,26.49
49623,2,potato,2,Urea,0.3,12.7
49623,2,potato,3,Urea,0.5,17.9
49624,2,potato,1,Urea,0.001,8.5
49624,2,potato,1,P,0.001,20.62
49624,2,potato,1,K,0.001,26.49
49624,2,potato,2,Urea,0.3,12.7
49624,2,potato,3,Urea,0.5,17.9
49625,2,potato,1,Urea,0.001,8.5
49625,2,potato,1,P,0.001,20.62
49625,2,potato,1,K,0.001,26.49
49625,2,potato,2,Urea,0.3,12.7
49625,2,potato,3,Urea,0.5,17.9
49626,2,potato,1,Urea,0.001,8.5
49626,2,potato,1,P,0.001,20.62
49626,2,potato,1,K,0.001,26.49
49626,2,potato,2,Urea,0.3,12.7
49626,2,potato,3,Urea,0.5,17.9
49627,2,potato,1,Urea,0.001,8.5
49627,2,potato,1,P,0.001,20.62
49627,2,potato,1,K,0.001,26.49
49627,2,potato,2,Urea,0.3,12.7
49627,2,potato,3,Urea,0.5,17.9
49628,2,potato,1,Urea,0.001,8.5
49628,2,potato,1,P,0.001,20.62
49628,2,potato,1,K,0.001,26.49
49628,2,potato,2,Urea,0.3,12.7
49628,2,potato,3,Urea,0.5,17.9
49629,2,potato,1,Urea,0.001,8.5
49629,2,potato,1,P,0.001,20.62
49629,2,potato,1,K,0.001,26.49
49629,2,potato,2,Urea,0.3,12.7
49629,2,potato,3,Urea,0.5,17.9
49630,2,potato,1,Urea,0.001,8.5
49630,2,potato,1,P,0.001,20.62
49630,2,potato,1,K,0.001,26.49
49630,2,potato,2,Urea,0.3,12.7
49630,2,potato,3,Urea,0.5,17.9
49631,2,potato,1,Urea,0.001,8.5
49631,2,potato,1,P,0.001,20.62
49631,2,potato,1,K,0.001,26.49
49631,2,potato,2,Urea,0.3,12.7
49631,2,potato,3,Urea,0.5,17.9
49632,2,potato,1,Urea,0.001,8.5
49632,2,potato,1,P,0.001,20.62
49632,2,potato,1,K,0.001,26.49
49632,2,potato,2,Urea,0.3,12.7
49632,2,potato,3,Urea,0.5,17.9
49633,2,potato,1,Urea,0.001,8.5
49633,2,potato,1,P,0.001,20.62
49633,2,potato,1,K,0.001,26.49
49633,2,potato,2,Urea,0.3,12.7
49633,2,potato,3,Urea,0.5,17.9
49634,2,potato,1,Urea,0.001,8.5
49634,2,potato,1,P,0.001,20.62
49634,2,potato,1,K,0.001,26.49
49634,2,potato,2,Urea,0.3,12.7
49634,2,potato,3,Urea,0.5,17.9
49635,2,potato,1,Urea,0.001,8.5
49635,2,potato,1,P,0.001,20.62
49635,2,potato,1,K,0.001,26.49
49635,2,potato,2,Urea,0.3,12.7
49635,2,potato,3,Urea,0.5,17.9
49636,2,potato,1,Urea,0.001,8.5
49636,2,potato,1,P,0.001,20.62
49636,2,potato,1,K,0.001,26.49
49636,2,potato,2,Urea,0.3,12.7
49636,2,potato,3,Urea,0.5,17.9
49637,2,potato,1,Urea,0.001,8.5
49637,2,potato,1,P,0.001,20.62
49637,2,potato,1,K,0.001,26.49
49637,2,potato,2,Urea,0.3,12.7
49637,2,potato,3,Urea,0.5,17.9
49638,2,potato,1,Urea,0.001,8.5
49638,2,potato,1,P,0.001,20.62
49638,2,potato,1,K,0.001,26.49
49638,2,potato,2,Urea,0.3,12.7
49638,2,potato,3,Urea,0.5,17.9
49639,2,potato,1,Urea,0.001,8.5
49639,2,potato,1,P,0.001,20.62
49639,2,potato,1,K,0.001,26.49
49639,2,potato,2,Urea,0.3,12.7
49639,2,potato,3,Urea,0.5,17.9
49640,2,potato,1,Urea,0.001,8.5
49640,2,potato,1,P,0.001,20.62
49640,2,potato,1,K,0.001,26.49
49640,2,potato,2,Urea,0.3,12.7
49640,2,potato,3,Urea,0.5,17.9
49641,2,potato,1,Urea,0.001,8.5
49641,2,potato,1,P,0.001,20.62
49641,2,potato,1,K,0.001,26.49
49641,2,potato,2,Urea,0.3,12.7
49641,2,potato,3,Urea,0.5,17.9
49642,2,potato,1,Urea,0.001,8.5
49642,2,potato,1,P,0.001,20.62
49642,2,potato,1,K,0.001,26.49
49642,2,potato,2,Urea,0.3,12.7
49642,2,potato,3,Urea,0.5,17.9
49643,2,potato,1,Urea,0.001,8.5
49643,2,potato,1,P,0.001,20.62
49643,2,potato,1,K,0.001,26.49
49643,2,potato,2,Urea,0.3,12.7
49643,2,potato,3,Urea,0.5,17.9
49644,2,potato,1,Urea,0.001,8.5
49644,2,potato,1,P,0.001,20.62
49644,2,potato,1,K,0.001,26.49
49644,2,potato,2,Urea,0.3,12.7
49644,2,potato,3,Urea,0.5,17.9
49645,2,potato,1,Urea,0.001,8.5
49645,2,potato,1,P,0.001,20.62
49645,2,potato,1,K,0.001,26.49
49645,2,potato,2,Urea,0.3,12.7
49645,2,potato,3,Urea,0.5,17.9
49646,2,potato,1,Urea,0.001,8.5
49646,2,potato,1,P,0.001,20.62
49646,2,potato,1,K,0.001,26.49
49646,2,potato,2,Urea,0.3,12.7
49646,2,potato,3,Urea,0.5,17.9
49647,2,potato,1,Urea,0.001,8.5
49647,2,potato,1,P,0.001,20.62
49647,2,potato,1,K,0.001,26.49
49647,2,potato,2,Urea,0.3,12.7
49647,2,potato,3,Urea,0.5,17.9
49648,2,potato,1,Urea,0.001,8.5
49648,2,potato,1,P,0.001,20.62
49648,2,potato,1,K,0.001,26.49
49648,2,potato,2,Urea,0.3,12.7
49648,2,potato,3,Urea,0.5,17.9
49649,2,potato,1,Urea,0.001,8.5
49649,2,potato,1,P,0.001,20.62
49649,2,potato,1,K,0.001,26.49
49649,2,potato,2,Urea,0.3,12.7
49649,2,potato,3,Urea,0.5,17.9
49650,2,potato,1,Urea,0.001,8.5
49650,2,potato,1,P,0.001,20.62
49650,2,potato,1,K,0.001,26.49
49650,2,potato,2,Urea,0.3,12.7
49650,2,potato,3,Urea,0.5,17.9
49651,2,potato,1,Urea,0.001,8.5
49651,2,potato,1,P,0.001,20.62
49651,2,potato,1,K,0.001,26.49
49651,2,potato,2,Urea,0.3,12.7
49651,2,potato,3,Urea,0.5,17.9
49652,2,potato,1,Urea,0.001,8.5
49652,2,potato,1,P,0.001,20.62
49652,2,potato,1,K,0.001,26.49
49652,2,potato,2,Urea,0.3,12.7
49652,2,potato,3,Urea,0.5,17.9
49653,2,potato,1,Urea,0.001,8.5
49653,2,potato,1,P,0.001,20.62
49653,2,potato,1,K,0.001,26.49
49653,2,potato,2,Urea,0.3,12.7
49653,2,potato,3,Urea,0.5,17.9
49654,2,potato,1,Urea,0.001,8.5
49654,2,potato,1,P,0.001,20.62
49654,2,potato,1,K,0.001,26.49
49654,2,potato,2,Urea,0.3,12.7
49654,2,potato,3,Urea,0.5,17.9
49655,2,potato,1,Urea,0.001,8.5
49655,2,potato,1,P,0.001,20.62
49655,2,potato,1,K,0.001,26.49
49655,2,potato,2,Urea,0.3,12.7
49655,2,potato,3,Urea,0.5,17.9
49656,2,potato,1,Urea,0.001,8.5
49656,2,potato,1,P,0.001,20.62
49656,2,potato,1,K,0.001,26.49
49656,2,potato,2,Urea,0.3,12.7
49656,2,potato,3,Urea,0.5,17.9
49657,2,potato,1,Urea,0.001,8.5
49657,2,potato,1,P,0.001,20.62
49657,2,potato,1,K,0.001,26.49
49657,2,potato,2,Urea,0.3,12.7
49657,2,potato,3,Urea,0.5,17.9
49658,2,potato,1,Urea,0.001,8.5
49658,2,potato,1,P,0.001,20.62
49658,2,potato,1,K,0.001,26.49
49658,2,potato,2,Urea,0.3,12.7
49658,2,potato,3,Urea,0.5,17.9
49659,2,potato,1,Urea,0.001,8.5
49659,2,potato,1,P,0.001,20.62
49659,2,potato,1,K,0.001,26.49
49659,2,potato,2,Urea,0.3,12.7
49659,2,potato,3,Urea,0.5,17.9
49660,2,potato,1,Urea,0.001,8.5
49660,2,potato,1,P,0.001,20.62
49660,2,potato,1,K,0.001,26.49
49660,2,potato,2,Urea,0.3,12.7
49660,2,potato,3,Urea,0.5,17.9
49661,2,potato,1,Urea,0.001,8.5
49661,2,potato,1,P,0.001,20.62
49661,2,potato,1,K,0.001,26.49
49661,2,potato,2,Urea,0.3,12.7
49661,2,potato,3,Urea,0.5,17.9
49662,2,potato,1,Urea,0.001,8.5
49662,2,potato,1,P,0.001,20.62
49662,2,potato,1,K,0.001,26.49
49662,2,potato,2,Urea,0.3,12.7
49662,2,potato,3,Urea,0.5,17.9
49663,2,potato,1,Urea,0.001,8.5
49663,2,potato,1,P,0.001,20.62
49663,2,potato,1,K,0.001,26.49
49663,2,potato,2,Urea,0.3,12.7
49663,2,potato,3,Urea,0.5,17.9
49664,2,potato,1,Urea,0.001,8.5
49664,2,potato,1,P,0.001,20.62
49664,2,potato,1,K,0.001,26.49
49664,2,potato,2,Urea,0.3,12.7
49664,2,potato,3,Urea,0.5,17.9
49665,2,potato,1,Urea,0.001,8.5
49665,2,potato,1,P,0.001,20.62
49665,2,potato,1,K,0.001,26.49
49665,2,potato,2,Urea,0.3,12.7
49665,2,potato,3,Urea,0.5,17.9
49666,2,potato,1,Urea,0.001,8.5
49666,2,potato,1,P,0.001,20.62
49666,2,potato,1,K,0.001,26.49
49666,2,potato,2,Urea,0.3,12.7
49666,2,potato,3,Urea,0.5,17.9
49667,2,potato,1,Urea,0.001,8.5
49667,2,potato,1,P,0.001,20.62
49667,2,potato,1,K,0.001,26.49
49667,2,potato,2,Urea,0.3,12.7
49667,2,potato,3,Urea,0.5,17.9
49668,2,potato,1,Urea,0.001,8.5
49668,2,potato,1,P,0.001,20.62
49668,2,potato,1,K,0.001,26.49
49668,2,potato,2,Urea,0.3,12.7
49668,2,potato,3,Urea,0.5,17.9
49669,2,potato,1,Urea,0.001,8.5
49669,2,potato,1,P,0.001,20.62
49669,2,potato,1,K,0.001,26.49
49669,2,potato,2,Urea,0.3,12.7
49669,2,potato,3,Urea,0.5,17.9
49670,2,potato,1,Urea,0.001,8.5
49670,2,potato,1,P,0.001,20.62
49670,2,potato,1,K,0.001,26.49
49670,2,potato,2,Urea,0.3,12.7
49670,2,potato,3,Urea,0.5,17.9
49671,2,potato,1,Urea,0.001,8.5
49671,2,potato,1,P,0.001,20.62
49671,2,potato,1,K,0.001,26.49
49671,2,potato,2,Urea,0.3,12.7
49671,2,potato,3,Urea,0.5,17.9
49672,2,potato,1,Urea,0.001,8.5
49672,2,potato,1,P,0.001,20.62
49672,2,potato,1,K,0.001,26.49
49672,2,potato,2,Urea,0.3,12.7
49672,2,potato,3,Urea,0.5,17.9
49673,2,potato,1,Urea,0.001,8.5
49673,2,potato,1,P,0.001,20.62
49673,2,potato,1,K,0.001,26.49
49673,2,potato,2,Urea,0.3,12.7
49673,2,potato,3,Urea,0.5,17.9
49674,2,potato,1,Urea,0.001,8.5
49674,2,potato,1,P,0.001,20.62
49674,2,potato,1,K,0.001,26.49
49674,2,potato,2,Urea,0.3,12.7
49674,2,potato,3,Urea,0.5,17.9
49675,2,potato,1,Urea,0.001,8.5
49675,2,potato,1,P,0.001,20.62
49675,2,potato,1,K,0.001,26.49
49675,2,potato,2,Urea,0.3,12.7
49675,2,potato,3,Urea,0.5,17.9
49676,2,potato,1,Urea,0.001,8.5
49676,2,potato,1,P,0.001,20.62
49676,2,potato,1,K,0.001,26.49
49676,2,potato,2,Urea,0.3,12.7
49676,2,potato,3,Urea,0.5,17.9
49677,2,potato,1,Urea,0.001,8.5
49677,2,potato,1,P,0.001,20.62
49677,2,potato,1,K,0.001,26.49
49677,2,potato,2,Urea,0.3,12.7
49677,2,potato,3,Urea,0.5,17.9
49678,2,potato,1,Urea,0.001,8.5
49678,2,potato,1,P,0.001,20.62
49678,2,potato,1,K,0.001,26.49
49678,2,potato,2,Urea,0.3,12.7
49678,2,potato,3,Urea,0.5,17.9
49679,2,potato,1,Urea,0.001,8.5
49679,2,potato,1,P,0.001,20.62
49679,2,potato,1,K,0.001,26.49
49679,2,potato,2,Urea,0.3,12.7
49679,2,potato,3,Urea,0.5,17.9
49680,2,potato,1,Urea,0.001,8.5
49680,2,potato,1,P,0.001,20.62
49680,2,potato,1,K,0.001,26.49
49680,2,potato,2,Urea,0.3,12.7
49680,2,potato,3,Urea,0.5,17.9
49681,2,potato,1,Urea,0.001,8.5
49681,2,potato,1,P,0.001,20.62
49681,2,potato,1,K,0.001,26.49
49681,2,potato,2,Urea,0.3,12.7
49681,2,potato,3,Urea,0.5,17.9
49682,2,potato,1,Urea,0.001,8.5
49682,2,potato,1,P,0.001,20.62
49682,2,potato,1,K,0.001,26.49
49682,2,potato,2,Urea,0.3,12.7
49682,2,potato,3,Urea,0.5,17.9
49683,2,potato,1,Urea,0.001,8.5
49683,2,potato,1,P,0.001,20.62
49683,2,potato,1,K,0.001,26.49
49683,2,potato,2,Urea,0.3,12.7
49683,2,potato,3,Urea,0.5,17.9
49684,2,potato,1,Urea,0.001,8.5
49684,2,potato,1,P,0.001,20.62
49684,2,potato,1,K,0.001,26.49
49684,2,potato,2,Urea,0.3,12.7
49684,2,potato,3,Urea,0.5,17.9
49685,2,potato,1,Urea,0.001,8.5
49685,2,potato,1,P,0.001,20.62
49685,2,potato,1,K,0.001,26.49
49685,2,potato,2,Urea,0.3,12.7
49685,2,potato,3,Urea,0.5,17.9
49686,2,potato,1,Urea,0.001,8.5
49686,2,potato,1,P,0.001,20.62
49686,2,potato,1,K,0.001,26.49
49686,2,potato,2,Urea,0.3,12.7
49686,2,potato,3,Urea,0.5,17.9
49687,2,potato,1,Urea,0.001,8.5
49687,2,potato,1,P,0.001,20.62
49687,2,potato,1,K,0.001,26.49
49687,2,potato,2,Urea,0.3,12.7
49687,2,potato,3,Urea,0.5,17.9
49688,2,potato,1,Urea,0.001,8.5
49688,2,potato,1,P,0.001,20.62
49688,2,potato,1,K,0.001,26.49
49688,2,potato,2,Urea,0.3,12.7
49688,2,potato,3,Urea,0.5,17.9
49689,2,potato,1,Urea,0.001,8.5
49689,2,potato,1,P,0.001,20.62
49689,2,potato,1,K,0.001,26.49
49689,2,potato,2,Urea,0.3,12.7
49689,2,potato,3,Urea,0.5,17.9
49690,2,potato,1,Urea,0.001,8.5
49690,2,potato,1,P,0.001,20.62
49690,2,potato,1,K,0.001,26.49
49690,2,potato,2,Urea,0.3,12.7
49690,2,potato,3,Urea,0.5,17.9
49691,2,potato,1,Urea,0.001,8.5
49691,2,potato,1,P,0.001,20.62
49691,2,potato,1,K,0.001,26.49
49691,2,potato,2,Urea,0.3,12.7
49691,2,potato,3,Urea,0.5,17.9
49692,2,potato,1,Urea,0.001,8.5
49692,2,potato,1,P,0.001,20.62
49692,2,potato,1,K,0.001,26.49
49692,2,potato,2,Urea,0.3,12.7
49692,2,potato,3,Urea,0.5,17.9
49693,2,potato,1,Urea,0.001,8.5
49693,2,potato,1,P,0.001,20.62
49693,2,potato,1,K,0.001,26.49
49693,2,potato,2,Urea,0.3,12.7
49693,2,potato,3,Urea,0.5,17.9
49694,2,potato,1,Urea,0.001,8.5
49694,2,potato,1,P,0.001,20.62
49694,2,potato,1,K,0.001,26.49
49694,2,potato,2,Urea,0.3,12.7
49694,2,potato,3,Urea,0.5,17.9
49695,2,potato,1,Urea,0.001,8.5
49695,2,potato,1,P,0.001,20.62
49695,2,potato,1,K,0.001,26.49
49695,2,potato,2,Urea,0.3,12.7
49695,2,potato,3,Urea,0.5,17.9
49696,2,potato,1,Urea,0.001,8.5
49696,2,potato,1,P,0.001,20.62
49696,2,potato,1,K,0.001,26.49
49696,2,potato,2,Urea,0.3,12.7
49696,2,potato,3,Urea,0.5,17.9
49697,2,potato,1,Urea,0.001,8.5
49697,2,potato,1,P,0.001,20.62
49697,2,potato,1,K,0.001,26.49
49697,2,potato,2,Urea,0.3,12.7
49697,2,potato,3,Urea,0.5,17.9
49698,2,potato,1,Urea,0.001,8.5
49698,2,potato,1,P,0.001,20.62
49698,2,potato,1,K,0.001,26.49
49698,2,potato,2,Urea,0.3,12.7
49698,2,potato,3,Urea,0.5,17.9
49699,2,potato,1,Urea,0.001,8.5
49699,2,potato,1,P,0.001,20.62
49699,2,potato,1,K,0.001,26.49
49699,2,potato,2,Urea,0.3,12.7
49699,2,potato,3,Urea,0.5,17.9
49700,2,potato,1,Urea,0.001,8.5
49700,2,potato,1,P,0.001,20.62
49700,2,potato,1,K,0.001,26.49
49700,2,potato,2,Urea,0.3,12.7
49700,2,potato,3,Urea,0.5,17.9
49701,2,potato,1,Urea,0.001,8.5
49701,2,potato,1,P,0.001,20.62
49701,2,potato,1,K,0.001,26.49
49701,2,potato,2,Urea,0.3,12.7
49701,2,potato,3,Urea,0.5,17.9
49702,2,potato,1,Urea,0.001,8.5
49702,2,potato,1,P,0.001,20.62
49702,2,potato,1,K,0.001,26.49
49702,2,potato,2,Urea,0.3,12.7
49702,2,potato,3,Urea,0.5,17.9
49703,2,potato,1,Urea,0.001,8.5
49703,2,potato,1,P,0.001,20.62
49703,2,potato,1,K,0.001,26.49
49703,2,potato,2,Urea,0.3,12.7
49703,2,potato,3,Urea,0.5,17.9
49704,2,potato,1,Urea,0.001,8.5
49704,2,potato,1,P,0.001,20.62
49704,2,potato,1,K,0.001,26.49
49704,2,potato,2,Urea,0.3,12.7
49704,2,potato,3,Urea,0.5,17.9
49705,2,potato,1,Urea,0.001,8.5
49705,2,potato,1,P,0.001,20.62
49705,2,potato,1,K,0.001,26.49
49705,2,potato,2,Urea,0.3,12.7
49705,2,potato,3,Urea,0.5,17.9
49706,2,potato,1,Urea,0.001,8.5
49706,2,potato,1,P,0.001,20.62
49706,2,potato,1,K,0.001,26.49
49706,2,potato,2,Urea,0.3,12.7
49706,2,potato,3,Urea,0.5,17.9
49707,2,potato,1,Urea,0.001,8.5
49707,2,potato,1,P,0.001,20.62
49707,2,potato,1,K,0.001,26.49
49707,2,potato,2,Urea,0.3,12.7
49707,2,potato,3,Urea,0.5,17.9
49708,2,potato,1,Urea,0.001,8.5
49708,2,potato,1,P,0.001,20.62
49708,2,potato,1,K,0.001,26.49
49708,2,potato,2,Urea,0.3,12.7
49708,2,potato,3,Urea,0.5,17.9
49709,2,potato,1,Urea,0.001,8.5
49709,2,potato,1,P,0.001,20.62
49709,2,potato,1,K,0.001,26.49
49709,2,potato,2,Urea,0.3,12.7
49709,2,potato,3,Urea,0.5,17.9
49710,2,potato,1,Urea,0.001,8.5
49710,2,potato,1,P,0.001,20.62
49710,2,potato,1,K,0.001,26.49
49710,2,potato,2,Urea,0.3,12.7
49710,2,potato,3,Urea,0.5,17.9
49711,2,potato,1,Urea,0.001,8.5
49711,2,potato,1,P,0.001,20.62
49711,2,potato,1,K,0.001,26.49
49711,2,potato,2,Urea,0.3,12.7
49711,2,potato,3,Urea,0.5,17.9
49712,2,potato,1,Urea,0.001,8.5
49712,2,potato,1,P,0.001,20.62
49712,2,potato,1,K,0.001,26.49
49712,2,potato,2,Urea,0.3,12.7
49712,2,potato,3,Urea,0.5,17.9
49713,2,potato,1,Urea,0.001,8.5
49713,2,potato,1,P,0.001,20.62
49713,2,potato,1,K,0.001,26.49
49713,2,potato,2,Urea,0.3,12.7
49713,2,potato,3,Urea,0.5,17.9
49714,2,potato,1,Urea,0.001,8.5
49714,2,potato,1,P,0.001,20.62
49714,2,potato,1,K,0.001,26.49
49714,2,potato,2,Urea,0.3,12.7
49714,2,potato,3,Urea,0.5,17.9
49715,2,potato,1,Urea,0.001,8.5
49715,2,potato,1,P,0.001,20.62
49715,2,potato,1,K,0.001,26.49
49715,2,potato,2,Urea,0.3,12.7
49715,2,potato,3,Urea,0.5,17.9
49716,2,potato,1,Urea,0.001,8.5
49716,2,potato,1,P,0.001,20.62
49716,2,potato,1,K,0.001,26.49
49716,2,potato,2,Urea,0.3,12.7
49716,2,potato,3,Urea,0.5,17.9
49717,2,potato,1,Urea,0.001,8.5
49717,2,potato,1,P,0.001,20.62
49717,2,potato,1,K,0.001,26.49
49717,2,potato,2,Urea,0.3,12.7
49717,2,potato,3,Urea,0.5,17.9
49718,2,potato,1,Urea,0.001,8.5
49718,2,potato,1,P,0.001,20.62
49718,2,potato,1,K,0.001,26.49
49718,2,potato,2,Urea,0.3,12.7
49718,2,potato,3,Urea,0.5,17.9
49719,2,potato,1,Urea,0.001,8.5
49719,2,potato,1,P,0.001,20.62
49719,2,potato,1,K,0.001,26.49
49719,2,potato,2,Urea,0.3,12.7
49719,2,potato,3,Urea,0.5,17.9
49720,2,potato,1,Urea,0.001,8.5
49720,2,potato,1,P,0.001,20.62
49720,2,potato,1,K,0.001,26.49
49720,2,potato,2,Urea,0.3,12.7
49720,2,potato,3,Urea,0.5,17.9
49721,2,potato,1,Urea,0.001,8.5
49721,2,potato,1,P,0.001,20.62
49721,2,potato,1,K,0.001,26.49
49721,2,potato,2,Urea,0.3,12.7
49721,2,potato,3,Urea,0.5,17.9
49722,2,potato,1,Urea,0.001,8.5
49722,2,potato,1,P,0.001,20.62
49722,2,potato,1,K,0.001,26.49
49722,2,potato,2,Urea,0.3,12.7
49722,2,potato,3,Urea,0.5,17.9
49723,2,potato,1,Urea,0.001,8.5
49723,2,potato,1,P,0.001,20.62
49723,2,potato,1,K,0.001,26.49
49723,2,potato,2,Urea,0.3,12.7
49723,2,potato,3,Urea,0.5,17.9
49724,2,potato,1,Urea,0.001,8.5
49724,2,potato,1,P,0.001,20.62
49724,2,potato,1,K,0.001,26.49
49724,2,potato,2,Urea,0.3,12.7
49724,2,potato,3,Urea,0.5,17.9
49725,2,potato,1,Urea,0.001,8.5
49725,2,potato,1,P,0.001,20.62
49725,2,potato,1,K,0.001,26.49
49725,2,potato,2,Urea,0.3,12.7
49725,2,potato,3,Urea,0.5,17.9
49726,2,potato,1,Urea,0.001,8.5
49726,2,potato,1,P,0.001,20.62
49726,2,potato,1,K,0.001,26.49
49726,2,potato,2,Urea,0.3,12.7
49726,2,potato,3,Urea,0.5,17.9
49727,2,potato,1,Urea,0.001,8.5
49727,2,potato,1,P,0.001,20.62
49727,2,potato,1,K,0.001,26.49
49727,2,potato,2,Urea,0.3,12.7
49727,2,potato,3,Urea,0.5,17.9
49728,2,potato,1,Urea,0.001,8.5
49728,2,potato,1,P,0.001,20.62
49728,2,potato,1,K,0.001,26.49
49728,2,potato,2,Urea,0.3,12.7
49728,2,potato,3,Urea,0.5,17.9
49729,2,potato,1,Urea,0.001,8.5
49729,2,potato,1,P,0.001,20.62
49729,2,potato,1,K,0.001,26.49
49729,2,potato,2,Urea,0.3,12.7
49729,2,potato,3,Urea,0.5,17.9
49730,2,potato,1,Urea,0.001,8.5
49730,2,potato,1,P,0.001,20.62
49730,2,potato,1,K,0.001,26.49
49730,2,potato,2,Urea,0.3,12.7
49730,2,potato,3,Urea,0.5,17.9
49731,2,potato,1,Urea,0.001,8.5
49731,2,potato,1,P,0.001,20.62
49731,2,potato,1,K,0.001,26.49
49731,2,potato,2,Urea,0.3,12.7
49731,2,potato,3,Urea,0.5,17.9
49732,2,potato,1,Urea,0.001,8.5
49732,2,potato,1,P,0.001,20.62
49732,2,potato,1,K,0.001,26.49
49732,2,potato,2,Urea,0.3,12.7
49732,2,potato,3,Urea,0.5,17.9
49733,2,potato,1,Urea,0.001,8.5
49733,2,potato,1,P,0.001,20.62
49733,2,potato,1,K,0.001,26.49
49733,2,potato,2,Urea,0.3,12.7
49733,2,potato,3,Urea,0.5,17.9
49734,2,potato,1,Urea,0.001,8.5
49734,2,potato,1,P,0.001,20.62
49734,2,potato,1,K,0.001,26.49
49734,2,potato,2,Urea,0.3,12.7
49734,2,potato,3,Urea,0.5,17.9
49735,2,potato,1,Urea,0.001,8.5
49735,2,potato,1,P,0.001,20.62
49735,2,potato,1,K,0.001,26.49
49735,2,potato,2,Urea,0.3,12.7
49735,2,potato,3,Urea,0.5,17.9
49736,2,potato,1,Urea,0.001,8.5
49736,2,potato,1,P,0.001,20.62
49736,2,potato,1,K,0.001,26.49
49736,2,potato,2,Urea,0.3,12.7
49736,2,potato,3,Urea,0.5,17.9
49737,2,potato,1,Urea,0.001,8.5
49737,2,potato,1,P,0.001,20.62
49737,2,potato,1,K,0.001,26.49
49737,2,potato,2,Urea,0.3,12.7
49737,2,potato,3,Urea,0.5,17.9
49738,2,potato,1,Urea,0.001,8.5
49738,2,potato,1,P,0.001,20.62
49738,2,potato,1,K,0.001,26.49
49738,2,potato,2,Urea,0.3,12.7
49738,2,potato,3,Urea,0.5,17.9
49739,2,potato,1,Urea,0.001,8.5
49739,2,potato,1,P,0.001,20.62
49739,2,potato,1,K,0.001,26.49
49739,2,potato,2,Urea,0.3,12.7
49739,2,potato,3,Urea,0.5,17.9
49740,2,potato,1,Urea,0.001,8.5
49740,2,potato,1,P,0.001,20.62
49740,2,potato,1,K,0.001,26.49
49740,2,potato,2,Urea,0.3,12.7
49740,2,potato,3,Urea,0.5,17.9
49741,2,potato,1,Urea,0.001,8.5
49741,2,potato,1,P,0.001,20.62
49741,2,potato,1,K,0.001,26.49
49741,2,potato,2,Urea,0.3,12.7
49741,2,potato,3,Urea,0.5,17.9
49742,2,potato,1,Urea,0.001,8.5
49742,2,potato,1,P,0.001,20.62
49742,2,potato,1,K,0.001,26.49
49742,2,potato,2,Urea,0.3,12.7
49742,2,potato,3,Urea,0.5,17.9
49743,2,potato,1,Urea,0.001,8.5
49743,2,potato,1,P,0.001,20.62
